tweet_id,retweet_count,favorite_count,media1,media2,media3,media4
892420643555336193,8627,38925,photo,,,
892177421306343426,6337,33333,photo,,,
891815181378084864,4207,25114,photo,,,
891689557279858688,8751,42276,photo,,,
891327558926688256,9509,40432,photo,photo,,
891087950875897856,3149,20280,photo,,,
890971913173991426,2098,11892,photo,,,
890729181411237888,19122,65772,photo,photo,,
890609185150312448,4316,27853,photo,,,
890240255349198849,7504,32037,photo,,,
890006608113172480,7426,30759,photo,photo,,
889880896479866881,5024,27875,photo,,,
889665388333682689,10179,48247,photo,,,
889638837579907072,4594,27263,photo,photo,,
889531135344209921,2261,15134,photo,,,
889278841981685760,5494,25390,video,,,
888917238123831296,4553,29180,photo,,,
888804989199671297,4395,25682,photo,photo,,
888554962724278272,3623,19989,photo,photo,photo,photo
888078434458587136,3537,21838,photo,photo,,
887705289381826560,5454,30298,photo,,,
887517139158093824,11797,46391,video,,,
887473957103951883,18439,69338,photo,photo,,
887343217045368832,10521,33797,video,,,
887101392804085760,6032,30649,photo,,,
886983233522544640,7851,35277,photo,photo,,
886736880519319552,3337,12106,photo,photo,,
886680336477933568,4521,22497,photo,,,
886366144734445568,3221,21190,photo,photo,,
886267009285017600,4,116,,,,
886258384151887873,6369,28049,photo,,,
886054160059072513,105,0,,,,
885984800019947520,6891,32817,photo,,,
885528943205470208,6518,36125,photo,,,
885518971528720385,3805,20493,,,,
885311592912609280,18787,0,photo,photo,,
885167619883638784,4432,22013,photo,photo,photo,photo
884925521741709313,18666,77761,photo,,,
884876753390489601,5863,28028,photo,photo,photo,photo
884562892145688576,4938,24382,photo,,,
884441805382717440,5722,27087,photo,,,
884247878851493888,20671,73253,,,,
884162670584377345,3028,20451,photo,,,
883838122936631299,3490,21979,photo,,,
883482846933004288,10085,46107,photo,photo,,
883360690899218434,3731,22629,photo,,,
883117836046086144,6754,37349,photo,photo,,
882992080364220416,3982,24028,photo,photo,,
882762694511734784,4988,28405,photo,,,
882627270321602560,6171,27966,photo,,,
882268110199369728,11756,45127,photo,photo,photo,
882045870035918850,5050,29468,photo,photo,photo,photo
881906580714921986,3435,24376,photo,,,
881666595344535552,10813,50716,photo,,,
881633300179243008,7,127,,,,
881536004380872706,16183,49631,video,,,
881268444196462592,5215,23147,photo,,,
880935762899988482,2815,17068,photo,,,
880872448815771648,3868,21373,photo,,,
880465832366813184,6370,28628,photo,photo,photo,photo
880221127280381952,4290,27162,photo,photo,,
880095782870896641,4418,27716,photo,,,
879862464715927552,3547,22374,photo,photo,photo,
879674319642796034,10,313,,,,
879492040517615616,3228,23484,photo,,,
879415818425184262,44777,106269,video,,,
879376492567855104,3160,16826,photo,,,
879130579576475649,6943,0,,,,
879050749262655488,4781,22671,photo,,,
879008229531029506,2731,19035,photo,,,
878776093423087618,4184,19446,photo,photo,,
878604707211726852,7352,30389,,,,
878404777348136964,1313,0,,,,
878316110768087041,6764,0,,,,
878281511006478336,1313,7784,photo,,,
878057613040115712,6943,42212,photo,photo,,
877736472329191424,19475,80232,photo,photo,,
877611172832227328,81,0,photo,photo,,
877556246731214848,3888,22857,photo,,,
877316821321428993,5261,27459,photo,photo,,
877201837425926144,5691,27251,photo,photo,,
876838120628539392,3417,20766,photo,photo,,
876537666061221889,4685,23538,,,,
876484053909872640,2444,18847,photo,,,
876120275196170240,4775,28046,photo,,,
875747767867523072,4369,25312,photo,,,
875144289856114688,5011,22024,video,,,
875097192612077568,6149,27546,,,,
875021211251597312,4796,25606,photo,photo,,
874680097055178752,4729,28002,photo,,,
874434818259525634,15070,0,,,,
874296783580663808,4195,26204,photo,,,
874057562936811520,4030,22774,photo,,,
874012996292530176,10676,34896,photo,photo,,
873580283840344065,4031,24401,photo,,,
873337748698140672,1622,0,,,,
873213775632977920,1622,7317,photo,photo,,
872967104147763200,5514,27562,photo,photo,,
872820683541237760,3779,14821,photo,photo,photo,photo
872668790621863937,28,0,,,,
872620804844003328,3791,20945,photo,,,
872486979161796608,9204,41001,photo,,,
872261713294495745,6477,34510,photo,photo,,
872122724285648897,8316,34737,photo,photo,,
871879754684805121,11507,38397,photo,photo,,
871762521631449091,3567,20447,photo,photo,photo,
871515927908634625,3540,20402,photo,photo,,
871166179821445120,5827,0,,,,
871102520638267392,5621,21128,,,,
871032628920680449,3899,22889,photo,,,
870804317367881728,6387,34013,photo,,,
870726314365509632,3,120,,,,
870656317836468226,2726,12584,photo,photo,photo,photo
870374049280663552,26975,83636,photo,,,
870308999962521604,4271,22085,photo,photo,,
870063196459192321,8607,37124,photo,photo,,
869772420881756160,10357,42950,photo,,,
869702957897576449,6530,28620,photo,,,
869596645499047938,3235,16206,photo,photo,,
869227993411051520,3915,20731,photo,,,
868880397819494401,14988,66628,photo,,,
868639477480148993,2169,0,,,,
868622495443632128,5960,27809,photo,,,
868552278524837888,2169,10345,photo,photo,,
867900495410671616,4323,24564,photo,,,
867774946302451713,7585,34560,photo,photo,,
867421006826221569,2609,16456,photo,,,
867072653475098625,131,0,photo,photo,,
867051520902168576,8174,32831,photo,,,
866720684873056260,5016,20489,,,,
866686824827068416,3626,19731,photo,photo,,
866450705531457537,36628,124619,photo,photo,,
866334964761202691,15070,53711,photo,photo,,
866094527597207552,8703,0,,,,
865718153858494464,5835,26155,photo,,,
865359393868664832,5219,27061,photo,photo,,
865006731092295680,8002,28606,photo,,,
864873206498414592,9116,33048,photo,photo,,
864279568663928832,3181,14950,photo,photo,,
864197398364647424,9362,30890,photo,photo,photo,photo
863907417377173506,4329,21116,photo,photo,,
863553081350529029,4358,15658,video,,,
863471782782697472,2591,0,,,,
863432100342583297,5525,24368,photo,,,
863427515083354112,101,2316,,,,
863079547188785154,1154,8969,photo,,,
863062471531167744,2591,8767,photo,photo,photo,photo
862831371563274240,5316,19668,photo,photo,,
862722525377298433,3706,17507,photo,,,
862457590147678208,5210,21085,photo,photo,photo,
862096992088072192,24446,76618,photo,photo,,
861383897657036800,11229,37071,photo,,,
861288531465048066,4378,17677,video,,,
861005113778896900,4003,17200,photo,,,
860981674716409858,2268,0,,,,
860924035999428608,857,0,photo,photo,,
860563773140209665,2268,7722,photo,photo,,
860524505164394496,5546,24292,photo,,,
860276583193509888,3654,18836,photo,,,
860184849394610176,6151,17173,photo,,,
860177593139703809,32499,0,,,,
859924526012018688,4309,20117,photo,,,
859851578198683649,3685,15848,photo,photo,photo,photo
859607811541651456,1658,19145,photo,,,
859196978902773760,31919,92716,video,,,
859074603037188101,14368,34956,photo,,,
858860390427611136,8574,0,,,,
858843525470990336,3668,16042,photo,,,
858471635011153920,5115,22208,photo,,,
858107933456039936,3080,16243,photo,,,
857989990357356544,2731,16654,photo,,,
857746408056729600,11228,35391,photo,photo,photo,
857393404942143489,1726,6120,photo,photo,photo,photo
857263160327368704,4800,20673,photo,,,
857214891891077121,20,238,,,,
857062103051644929,179,0,,,,
857029823797047296,4249,19573,photo,photo,,
856602993587888130,11324,0,,,,
856543823941562368,3057,16862,photo,,,
856526610513747968,2000,12244,photo,,,
856330835276025856,719,0,,,,
856288084350160898,17,535,,,,
856282028240666624,6698,28645,photo,photo,photo,photo
855862651834028034,28,362,,,,
855860136149123072,1103,5114,,,,
855857698524602368,2251,12271,,,,
855851453814013952,18766,47113,photo,,,
855818117272018944,5787,27593,,,,
855459453768019968,8756,31124,photo,photo,,
855245323840757760,6367,0,,,,
855138241867124737,49,0,,,,
854732716440526848,6514,23773,photo,photo,photo,photo
854482394044301312,7359,30572,photo,,,
854365224396361728,5022,19689,photo,photo,,
854120357044912130,8026,33300,photo,photo,photo,photo
854010172552949760,3360,16881,photo,photo,,
853760880890318849,6223,29886,photo,,,
853639147608842240,10907,36512,photo,photo,,
853299958564483072,3825,16253,photo,photo,,
852936405516943360,2174,0,,,,
852912242202992640,1982,9471,photo,photo,,
852672615818899456,2313,15649,photo,,,
852553447878664193,3779,17171,photo,photo,,
852311364735569921,10673,34739,photo,,,
852226086759018497,7365,20982,video,,,
852189679701164033,1704,12017,photo,,,
851953902622658560,10415,0,photo,photo,,
851861385021730816,23,0,photo,,,
851591660324737024,3738,17029,photo,,,
851464819735769094,7634,25521,photo,photo,photo,photo
851224888060895234,6188,21728,photo,photo,photo,photo
850753642995093505,10066,32723,photo,photo,,
850380195714523136,2826,13745,video,,,
850333567704068097,361,3592,,,,
850145622816686080,4134,17210,photo,photo,photo,photo
850019790995546112,5312,21573,photo,photo,photo,
849776966551130114,8249,32129,photo,photo,,
849668094696017920,5389,0,,,,
849412302885593088,3399,16749,photo,photo,photo,photo
849336543269576704,2051,12062,photo,,,
849051919805034497,9276,44786,photo,,,
848690551926992896,4688,26645,photo,,,
848324959059550208,5005,26176,photo,,,
848213670039564288,814,8649,,,,
848212111729840128,3351,17290,photo,,,
847978865427394560,3548,0,,,,
847971574464610304,467,0,photo,,,
847962785489326080,5576,24854,photo,,,
847842811428974592,1468,5819,photo,,,
847617282490613760,457,7425,,,,
847606175596138505,3677,19852,photo,,,
847251039262605312,4661,21625,photo,photo,,
847157206088847362,6380,21175,photo,photo,,
847116187444137987,3480,22698,photo,,,
846874817362120707,4289,21293,photo,photo,,
846514051647705089,12673,47443,photo,photo,photo,
846505985330044928,3385,15016,,,,
846153765933735936,9885,33714,photo,photo,,
846139713627017216,10726,32705,,,,
846042936437604353,3144,16982,photo,,,
845812042753855489,9562,31123,photo,photo,photo,photo
845677943972139009,5223,26676,photo,,,
845397057150107648,1998,8107,photo,photo,,
845306882940190720,5892,24789,photo,,,
845098359547420673,8405,0,,,,
844979544864018432,2833,14478,photo,photo,photo,
844973813909606400,3519,16094,photo,,,
844704788403113984,11324,41226,photo,,,
844580511645339650,3431,17520,photo,,,
844223788422217728,2399,14503,photo,,,
843981021012017153,3198,16064,,,,
843856843873095681,5075,22788,photo,,,
843604394117681152,2998,17990,photo,,,
843235543001513987,6639,22896,photo,photo,photo,
842846295480000512,3927,16192,photo,,,
842765311967449089,1405,7192,photo,photo,,
842535590457499648,3836,19282,photo,,,
842163532590374912,6367,26114,photo,photo,,
842115215311396866,3314,14948,photo,photo,photo,
841833993020538882,16945,0,video,,,
841680585030541313,8519,27336,photo,,,
841439858740625411,4047,13494,photo,photo,photo,photo
841320156043304961,5958,21058,,,,
841314665196081154,5169,16964,video,,,
841077006473256960,5827,24486,photo,,,
840761248237133825,1933,0,,,,
840728873075638272,17803,0,,,,
840698636975636481,3,195,,,,
840696689258311684,1089,13149,photo,,,
840632337062862849,1933,9597,photo,,,
840370681858686976,5018,17597,photo,,,
840268004936019968,6314,20597,photo,photo,photo,photo
839990271299457024,2531,14363,photo,photo,,
839549326359670784,8574,29462,photo,,,
839290600511926273,156,0,photo,photo,,
839239871831150596,7221,29104,photo,photo,photo,
838952994649550848,4393,21001,,,,
838921590096166913,2292,11961,photo,,,
838916489579200512,37,0,photo,photo,,
838831947270979586,12238,0,,,,
838561493054533637,1468,11687,photo,,,
838476387338051585,5323,24220,photo,photo,photo,
838201503651401729,11195,0,,,,
838150277551247360,358,1794,,,,
838085839343206401,0,149,,,,
838083903487373313,3476,18884,photo,photo,,
837820167694528512,8703,36652,photo,photo,,
837482249356513284,490,4128,photo,photo,,
837471256429613056,2555,13740,photo,photo,,
837366284874571778,5851,22651,photo,,,
837110210464448512,2656,17166,photo,,,
836989968035819520,2542,13645,photo,,,
836753516572119041,5101,20641,photo,,,
836677758902222849,2455,13525,photo,photo,,
836648853927522308,609,0,,,,
836397794269200385,30518,0,,,,
836380477523124226,3252,15791,photo,,,
836260088725786625,4737,22781,photo,,,
836001077879255040,4782,20514,photo,photo,photo,photo
835685285446955009,9073,0,,,,
835574547218894849,4016,19116,photo,photo,,
835536468978302976,1884,0,,,,
835309094223372289,23323,0,,,,
835297930240217089,3307,17584,photo,,,
835264098648616962,1884,8340,photo,photo,,
835246439529840640,81,2238,,,,
835172783151792128,6371,28048,photo,photo,,
835152434251116546,3361,24124,photo,photo,photo,
834931633769889797,1827,11640,photo,photo,photo,
834786237630337024,6045,22644,photo,,,
834574053763584002,2812,14731,photo,,,
834477809192075265,11830,0,,,,
834458053273591808,1857,10333,photo,,,
834209720923721728,5317,22156,photo,photo,,
834167344700198914,4026,16922,photo,,,
834089966724603904,2358,10797,,,,
834086379323871233,2457,14035,photo,,,
833863086058651648,2668,14410,photo,photo,,
833826103416520705,3818,16479,photo,photo,,
833732339549220864,242,0,,,,
833722901757046785,3556,22215,photo,photo,,
833479644947025920,2292,15979,photo,photo,photo,
833124694597443584,5389,21743,photo,photo,photo,
832998151111966721,2462,14317,photo,photo,,
832769181346996225,42,0,photo,photo,,
832757312314028032,4021,18116,photo,photo,,
832682457690300417,3270,12789,,,,
832645525019123713,578,3140,,,,
832636094638288896,3118,17074,photo,,,
832397543355072512,2479,12872,photo,photo,,
832369877331693569,3548,18476,photo,,,
832273440279240704,2597,12159,video,,,
832215909146226688,6886,0,,,,
832215726631055365,10423,0,photo,photo,,
832088576586297345,2,72,,,,
832040443403784192,10822,0,photo,photo,,
832032802820481025,5192,19255,photo,photo,photo,photo
831939777352105988,6848,25866,photo,,,
831926988323639298,36,367,,,,
831911600680497154,7268,29805,photo,photo,photo,photo
831670449226514432,2018,11261,photo,,,
831650051525054464,2174,7741,photo,photo,photo,photo
831552930092285952,2556,9709,photo,,,
831322785565769729,1706,9884,photo,,,
831315979191906304,1237,7006,photo,photo,photo,photo
831309418084069378,2713,12610,photo,,,
831262627380748289,2290,12836,photo,,,
830956169170665475,1681,8595,video,,,
830583320585068544,18787,72158,photo,photo,,
830173239259324417,6370,0,,,,
830097400375152640,3358,10610,photo,photo,photo,photo
829878982036299777,5601,0,photo,,,
829861396166877184,2191,13216,photo,,,
829501995190984704,11830,34252,photo,photo,,
829449946868879360,2270,11313,photo,,,
829374341691346946,10415,37423,photo,photo,,
829141528400556032,8281,26476,photo,photo,,
829011960981237760,18106,57211,photo,photo,,
828801551087042563,3797,0,,,,
828770345708580865,6564,27615,photo,,,
828708714936930305,12527,39535,photo,photo,,
828650029636317184,1501,10280,photo,photo,photo,
828409743546925057,1282,6784,photo,,,
828408677031882754,1431,8262,photo,,,
828381636999917570,2485,13643,photo,,,
828376505180889089,1188,7988,photo,,,
828372645993398273,3267,13531,photo,,,
828361771580813312,191,2369,,,,
828046555563323392,3192,12728,photo,photo,photo,
828011680017821696,2393,11193,photo,photo,,
827933404142436356,5849,21794,photo,photo,photo,
827653905312006145,3352,16700,photo,,,
827600520311402496,1055,8018,photo,,,
827324948884643840,3423,17186,photo,,,
827199976799354881,2508,11455,photo,photo,photo,photo
826958653328592898,5601,23360,photo,,,
826848821049180160,11501,39557,photo,photo,photo,photo
826615380357632002,4407,0,,,,
826598799820865537,286,5541,,,,
826598365270007810,2627,10909,photo,photo,photo,
826476773533745153,4693,19937,photo,,,
826240494070030336,2895,14358,photo,,,
826204788643753985,1051,5277,photo,photo,photo,photo
826115272272650244,3506,16983,photo,,,
825876512159186944,2094,11328,photo,,,
825829644528148480,2788,13788,photo,photo,,
825535076884762624,19258,56338,photo,,,
825147591692263424,5123,19845,photo,,,
825120256414846976,1444,0,,,,
825026590719483904,1444,6896,photo,photo,,
824796380199809024,6149,0,photo,photo,photo,
824775126675836928,3955,16237,photo,photo,,
824663926340194305,1946,10915,photo,,,
824325613288833024,11615,12772,photo,,,
824297048279236611,4331,16297,photo,photo,,
824025158776213504,665,5171,,,,
823939628516474880,3037,11551,photo,,,
823719002937630720,12634,0,,,,
823699002998870016,2706,13635,photo,,,
823581115634085888,2974,14144,photo,,,
823333489516937216,29,760,,,,
823322678127919110,4521,17108,photo,photo,,
823269594223824897,11084,0,photo,,,
822975315408461824,3866,18795,photo,,,
822872901745569793,49324,143818,photo,,,
822859134160621569,2561,14336,photo,,,
822647212903690241,7191,0,photo,photo,photo,
822610361945911296,3327,16036,photo,,,
822489057087389700,7191,19726,photo,photo,photo,
822462944365645825,16621,31148,photo,photo,photo,photo
822244816520155136,11084,38099,photo,,,
822163064745328640,5422,0,,,,
821886076407029760,2633,12355,photo,,,
821813639212650496,3751,0,photo,,,
821765923262631936,1864,9168,photo,,,
821522889702862852,1984,8715,photo,,,
821421320206483457,6283,0,,,,
821407182352777218,4904,12832,video,,,
821153421864615936,10,276,,,,
821149554670182400,2265,9521,video,,,
821107785811234820,2401,10450,photo,,,
821044531881721856,2573,13760,photo,,,
820837357901512704,7523,0,,,,
820749716845686786,11195,34352,photo,photo,,
820690176645140481,3626,13295,photo,photo,photo,
820494788566847489,636,0,,,,
820446719150292993,2908,0,photo,photo,photo,
820314633777061888,636,3634,photo,photo,photo,
820078625395449857,7067,21547,photo,photo,photo,
820013781606658049,1329,0,,,,
819952236453363712,1329,5806,photo,,,
819924195358416896,5453,14022,video,,,
819711362133872643,3529,14640,photo,photo,,
819588359383371776,2215,10411,photo,,,
819347104292290561,1350,7863,photo,photo,photo,
819238181065359361,454,2494,,,,
819227688460238848,7523,25159,photo,,,
819015337530290176,41147,0,photo,photo,photo,photo
819015331746349057,21239,0,photo,photo,photo,photo
819006400881917954,21239,49106,photo,photo,photo,photo
819004803107983360,41147,93928,photo,photo,photo,photo
818646164899774465,23443,0,,,,
818627210458333184,8364,24181,photo,,,
818614493328580609,2909,10757,photo,photo,photo,photo
818588835076603904,6939,0,photo,,,
818536468981415936,2790,11909,photo,,,
818307523543449600,9144,0,,,,
818259473185828864,2563,11994,photo,,,
818145370475810820,2925,13412,photo,photo,photo,
817908911860748288,889,5263,,,,
817827839487737858,30518,56588,video,,,
817777686764523521,3002,11660,video,,,
817536400337801217,3419,12867,photo,photo,photo,photo
817502432452313088,3818,0,,,,
817423860136083457,16945,37403,video,,,
817415592588222464,1089,6131,photo,,,
817181837579653120,9594,0,video,,,
817171292965273600,2263,9511,photo,,,
817120970343411712,2951,13232,photo,,,
817056546584727552,1862,9348,photo,,,
816829038950027264,5329,0,photo,,,
816816676327063552,2300,10895,photo,,,
816697700272001025,2480,10691,photo,photo,,
816450570814898180,9144,33368,photo,photo,,
816336735214911488,2207,9384,photo,,,
816091915477250048,2428,9734,photo,photo,photo,photo
816062466425819140,1179,0,,,,
816014286006976512,6001,0,photo,photo,,
815990720817401858,1179,5447,photo,,,
815966073409433600,9594,24550,video,,,
815745968457060357,4656,0,,,,
815736392542261248,2557,10735,photo,photo,photo,photo
815639385530101762,1859,8990,photo,,,
815390420867969024,4286,11273,photo,,,
814986499976527872,1464,8336,photo,,,
814638523311648768,3057,12305,photo,photo,photo,
814578408554463233,6569,0,,,,
814530161257443328,2097,9462,photo,,,
814153002265309185,9815,31407,photo,,,
813944609378369540,3644,0,photo,,,
813910438903693312,2124,10141,photo,,,
813812741911748608,15819,39686,photo,photo,photo,
813800681631023104,1999,9126,photo,,,
813217897535406080,8233,20400,photo,photo,photo,photo
813202720496779264,2034,10016,photo,,,
813187593374461952,4927,21684,photo,,,
813172488309972993,2170,10206,photo,,,
813157409116065792,2500,8452,photo,photo,photo,photo
813142292504645637,2662,9192,photo,photo,photo,
813130366689148928,500,4877,,,,
813127251579564032,3547,12973,photo,photo,,
813112105746448384,3121,11295,photo,,,
813096984823349248,4088,11498,photo,,,
813081950185472002,3126,10800,photo,photo,,
813066809284972545,2197,8692,photo,,,
813051746834595840,8260,22897,photo,,,
812781120811126785,2159,8266,photo,photo,photo,
812747805718642688,7860,0,,,,
812709060537683968,1618,7239,photo,,,
812503143955202048,1385,6659,photo,photo,,
812466873996607488,2178,8743,photo,,,
812372279581671427,4146,14961,photo,photo,,
811985624773361665,1590,7953,photo,,,
811744202451197953,1824,8256,photo,,,
811647686436880384,841,6091,,,,
811627233043480576,3548,14007,photo,,,
811386762094317568,7234,22844,photo,,,
810984652412424192,1614,5835,photo,,,
810896069567610880,2025,9895,photo,photo,photo,
810657578271330305,2985,11995,photo,,,
810284430598270976,12963,38829,photo,photo,,
810254108431155201,3797,16075,photo,,,
809920764300447744,4407,16936,photo,,,
809808892968534016,5554,0,photo,photo,,
809448704142938112,1664,7583,photo,,,
809220051211603969,6370,21833,photo,photo,,
809084759137812480,3961,14446,photo,,,
808838249661788160,3436,11051,photo,,,
808733504066486276,2445,8643,photo,,,
808501579447930884,2929,12356,photo,photo,,
808344865868283904,23443,46507,,,,
808134635716833280,6751,0,photo,,,
808106460588765185,2464,9546,photo,,,
808001312164028416,3995,13767,photo,photo,,
807621403335917568,4162,15968,photo,photo,photo,photo
807106840509214720,61340,123353,video,,,
807059379405148160,8297,0,photo,photo,,
807010152071229440,4312,14269,photo,,,
806629075125202948,39625,82440,photo,photo,,
806620845233815552,6244,0,,,,
806576416489959424,2182,5295,,,,
806542213899489280,2688,11177,photo,,,
806242860592926720,13242,0,photo,photo,photo,
806219024703037440,1356,7020,photo,,,
805958939288408065,6076,0,photo,,,
805932879469572096,2147,9049,photo,,,
805826884734976000,2074,7200,video,,,
805823200554876929,9127,0,,,,
805520635690676224,1873,6271,photo,photo,photo,photo
805487436403003392,2864,9594,photo,photo,photo,photo
805207613751304193,1921,8518,photo,,,
804738756058218496,4357,15057,photo,,,
804475857670639616,2278,6742,,,,
804413760345620481,3636,0,photo,,,
804026241225523202,18366,48873,photo,photo,photo,
803773340896923648,3134,11013,photo,photo,photo,photo
803692223237865472,8426,0,photo,,,
803638050916102144,4694,12034,video,,,
803380650405482500,2107,8478,photo,,,
803321560782307329,6048,0,,,,
803276597545603072,2795,10999,photo,,,
802952499103731712,2270,9893,photo,,,
802624713319034886,3312,0,photo,,,
802600418706604034,1663,7803,,,,
802572683846291456,2844,9796,photo,,,
802323869084381190,6621,17807,photo,photo,photo,photo
802265048156610565,1540,6945,photo,,,
802239329049477120,2946,9936,photo,photo,,
802185808107208704,306,0,,,,
801958328846974976,1931,8462,photo,,,
801854953262350336,264,1926,,,,
801538201127157760,2331,8969,photo,,,
801285448605831168,937,6651,photo,,,
801167903437357056,6751,26898,photo,,,
801127390143516673,4503,0,,,,
801115127852503040,2362,8848,photo,photo,,
